Shipment_ID,Order_Date,Region,City,Delivery_Partner,Shipping_Mode,Delivery_Time_Days,Order_Value,Delivery_Status,Customer_Rating
905410,23-05-2023,North,Delhi,BlueDart,Standard,3,131234.02,Delivered,2
905411,09-03-2023,East,Ahmedabad,BlueDart,Standard,13,13019.99,Cancelled,3
905412,07-08-2022,North,Kolkata,Delhivery,Standard,5,128920.97,Delayed,5
905413,28-05-2022,nan,Ahmedabad,nan,Standard,5,182899.62,Delivered,5
905414,04-11-2023,nan,nan,BlueDart,Standard,13,122737.02,Delivered,4
905415,18-11-2022,North,Ahmedabad,BlueDart,Express,13,73537.03,Delivered,1
905416,29-10-2023,East,Bengaluru,Amazon Logistics,Express,,145036.09,Delivered,5
905417,05-09-2022,West,nan,Delhivery,Express,12,103756.68,Delivered,4
905418,01-10-2023,North,Delhi,XpressBees,Standard,3,92336.9,Delivered,4
905419,22-02-2024,nan,Kolkata,Amazon Logistics,Standard,11,167062.24,Cancelled,5
905420,06-09-2022,nan,Hyderabad,BlueDart,Standard,,140850.65,Delivered,2
905421,20-07-2021,East,Delhi,BlueDart,Standard,11,168599.82,Delivered,3
905422,19-07-2023,North,Ahmedabad,Amazon Logistics,Standard,8,83854.19,Delivered,2
905423,08-06-2022,nan,Chennai,XpressBees,Standard,14,129042.53,Delivered,
905424,24-06-2022,South,Ahmedabad,Delhivery,Standard,2,128294.56,Delivered,1
905425,14-04-2023,nan,Mumbai,nan,Express,11,79605.07,Delivered,4
905426,01-11-2022,South,Mumbai,BlueDart,Standard,8,116168.02,Delayed,3
905427,12-01-2024,nan,Bengaluru,Delhivery,Same-Day,3,184642.99,Delayed,
905428,07-11-2021,nan,Kolkata,Amazon Logistics,Express,8,106115.46,nan,2
905429,05-02-2023,West,nan,Amazon Logistics,Standard,6,25880.78,Delivered,4
905430,01-12-2021,West,Kolkata,Delhivery,Express,14,133578.7,Delivered,1
905431,10-01-2024,nan,Kolkata,Amazon Logistics,Standard,4,95680.52,Delivered,4
905432,10-11-2021,North,Chennai,Delhivery,Standard,1,105539.34,Delivered,3
905433,09-10-2023,East,Ahmedabad,XpressBees,Standard,,52054.45,Cancelled,4
905434,22-11-2022,South,Ahmedabad,Ecom Express,Standard,9,102677.33,nan,3
905435,03-03-2023,Central,Bengaluru,Delhivery,Standard,6,158552.08,nan,4
905436,08-09-2022,North,Hyderabad,XpressBees,Standard,1,115325.95,Delivered,3
905437,07-12-2021,West,Bengaluru,Ecom Express,Standard,12,191722.47,Delivered,1
905438,01-06-2022,North,Chennai,XpressBees,Same-Day,9,70013.11,Delivered,2
905439,01-01-2022,West,Chennai,Ecom Express,Standard,10,108476.94,Delivered,4
905440,10-10-2021,South,Pune,XpressBees,Standard,10,143179.91,Delivered,4
905441,28-12-2022,nan,Kolkata,nan,Standard,3,8592.45,Delivered,
905442,05-02-2024,Central,Chennai,Amazon Logistics,Express,9,57122.35,Delivered,5
905443,14-10-2021,South,Pune,Ecom Express,Standard,13,137884.38,Delivered,4
905444,19-12-2022,East,Delhi,nan,Express,8,95039.79,Cancelled,
905445,03-07-2021,nan,Kolkata,nan,Express,6,150426.73,Delivered,3
905446,13-03-2023,South,nan,BlueDart,Express,13,74603.83,nan,2
905447,01-08-2023,West,Kolkata,Delhivery,Express,4,95074.23,Delivered,4
905448,01-08-2023,South,nan,BlueDart,Standard,8,120856.11,Delivered,5
905449,22-06-2023,South,Mumbai,Ecom Express,Express,7,79559.48,Delivered,4
905450,01-01-2024,nan,Delhi,Ecom Express,Standard,5,17931.03,Cancelled,4
905451,15-12-2022,East,Delhi,BlueDart,Standard,4,162699.68,Delivered,4
905452,13-10-2021,nan,Mumbai,BlueDart,Standard,14,123899.74,nan,4
905453,23-02-2022,Central,Kolkata,BlueDart,Express,3,134734.21,Delivered,3
905454,20-08-2021,North,Bengaluru,XpressBees,Same-Day,12,152770.6,Delayed,3
905455,02-04-2022,West,Pune,Amazon Logistics,Express,8,155431.94,nan,3
905456,06-09-2022,East,Ahmedabad,Delhivery,Same-Day,8,100871.95,Delayed,
905457,25-12-2022,West,Delhi,Delhivery,Standard,8,160522.14,Delivered,4
905458,12-05-2022,South,Chennai,XpressBees,Standard,9,51198.07,Delivered,4
905459,02-02-2022,nan,Bengaluru,Ecom Express,Express,6,25665.93,Delivered,2
905460,04-08-2023,East,Kolkata,Amazon Logistics,Express,10,189017.72,Delivered,4
905461,03-05-2023,North,Bengaluru,Delhivery,Same-Day,3,89994.07,Delayed,2
905462,25-06-2023,East,nan,Delhivery,Express,3,166535.27,Delivered,2
905463,28-08-2021,South,Pune,XpressBees,Standard,13,188686.02,Delayed,3
905464,30-07-2023,South,Ahmedabad,XpressBees,Same-Day,3,192718.01,Delivered,4
905465,31-03-2023,East,Chennai,BlueDart,Same-Day,13,75592.97,Delivered,5
905466,29-09-2023,West,Mumbai,XpressBees,Same-Day,11,9027.5,Delivered,1
905467,02-06-2022,East,Pune,XpressBees,Standard,4,173432.3,Delayed,2
905468,14-11-2021,nan,Pune,BlueDart,Express,6,60064.25,Delivered,2
905469,27-08-2022,North,Pune,Ecom Express,Express,6,149473.32,Delivered,4
905470,16-11-2021,nan,nan,nan,Same-Day,7,198945.31,Cancelled,4
905471,31-05-2022,North,Chennai,Amazon Logistics,Standard,8,160170.12,Delivered,4
905472,09-12-2023,South,Hyderabad,Delhivery,Standard,1,174861.56,Cancelled,2
905473,07-12-2021,Central,Mumbai,XpressBees,Express,14,180599.88,Delivered,4
905474,14-10-2022,South,Bengaluru,Amazon Logistics,Express,14,162741.03,Delayed,4
905475,04-03-2023,North,Mumbai,XpressBees,Same-Day,,9027.49,Delivered,5
905476,23-04-2023,North,Chennai,Ecom Express,Standard,10,171557.42,Delayed,4
905477,15-01-2022,North,nan,Delhivery,Standard,2,187593.86,Delivered,5
905478,20-10-2023,West,Hyderabad,nan,Same-Day,14,167308.23,Delayed,4
905479,01-12-2021,West,Pune,Amazon Logistics,Standard,9,33838.95,Delivered,3
905480,07-11-2022,East,Chennai,Amazon Logistics,Standard,14,86820.52,Delivered,2
905481,08-07-2023,South,nan,Amazon Logistics,Standard,7,153919.38,Cancelled,5
905482,27-10-2022,South,Kolkata,XpressBees,Standard,6,97157.65,Delivered,2
905483,25-07-2023,East,Bengaluru,Amazon Logistics,Same-Day,8,82827.18,Delivered,4
905484,07-09-2022,South,Delhi,XpressBees,Express,12,125692.15,Delivered,5
905485,18-08-2022,nan,Ahmedabad,Ecom Express,Express,13,69796.63,Delivered,1
905486,07-12-2023,nan,Mumbai,Delhivery,Standard,11,182995.36,Cancelled,4
905487,22-09-2023,South,Delhi,XpressBees,Express,8,14397.11,Cancelled,1
905488,15-10-2021,Central,Chennai,Ecom Express,Standard,14,160287.87,Cancelled,4
905489,22-12-2023,Central,Pune,nan,Standard,5,165977.64,Delayed,4
905490,22-09-2023,East,Ahmedabad,Delhivery,Standard,12,76094.1,Delivered,3
905491,02-11-2022,East,Mumbai,XpressBees,Express,10,174644.13,Cancelled,2
905492,26-11-2021,South,nan,Amazon Logistics,Standard,11,17256.35,Cancelled,3
905493,04-11-2022,East,Ahmedabad,BlueDart,Standard,12,131230.09,Delivered,4
905494,23-01-2022,South,Kolkata,BlueDart,Standard,5,22049.02,Delayed,5
905495,24-12-2023,North,Mumbai,BlueDart,Standard,8,8155.31,Delivered,1
905496,09-11-2022,North,Ahmedabad,Amazon Logistics,Standard,2,121184.04,Delivered,5
905497,20-09-2022,Central,nan,BlueDart,Standard,14,2384.97,Delivered,5
905498,10-12-2022,East,Bengaluru,Amazon Logistics,Same-Day,2,17365.82,Delivered,4
905499,22-12-2021,East,nan,Ecom Express,Standard,13,100681.85,Delivered,3
905500,12-10-2023,nan,Mumbai,Delhivery,Express,5,37211.23,nan,4
905501,01-08-2023,North,Chennai,BlueDart,Same-Day,6,29495.64,Delivered,4
905502,22-12-2022,Central,nan,Delhivery,Standard,13,162484.06,Delivered,2
905503,11-09-2023,South,Pune,XpressBees,Standard,14,11105.62,Delivered,5
905504,06-06-2021,East,Chennai,BlueDart,Express,1,23317.59,Delayed,3
905505,21-09-2022,North,Mumbai,Ecom Express,Express,6,142365.33,Delayed,1
905506,19-09-2021,Central,nan,XpressBees,Express,5,167413.63,Cancelled,5
905507,06-10-2023,South,Chennai,BlueDart,Same-Day,14,109746.49,Delivered,4
905508,08-05-2022,nan,Chennai,XpressBees,Standard,2,187132.21,Delivered,3
905509,27-01-2024,nan,Chennai,Delhivery,Standard,9,4830.45,Delivered,3
905510,06-12-2022,West,Bengaluru,Ecom Express,Standard,14,134998.77,Delivered,3
905511,28-07-2021,South,Ahmedabad,XpressBees,Standard,5,28323.9,Delivered,
905512,10-05-2022,West,Kolkata,BlueDart,Standard,8,128090.31,Cancelled,3
905513,04-07-2023,East,Bengaluru,BlueDart,Same-Day,10,61405.99,Delayed,
905514,04-06-2023,nan,Bengaluru,Ecom Express,Standard,,132072.39,Cancelled,1
905515,24-12-2023,nan,Mumbai,Delhivery,Express,10,49201.39,Delayed,3
905516,15-12-2022,East,Chennai,Ecom Express,Express,2,90753.93,Delivered,4
905517,13-07-2022,East,Chennai,Amazon Logistics,Standard,10,182013.44,Delivered,4
905518,01-04-2023,nan,Ahmedabad,Delhivery,Express,13,4515.48,Delivered,1
905519,15-11-2022,Central,Chennai,Amazon Logistics,Express,6,172266.28,Delivered,4
905520,27-10-2022,North,Hyderabad,Amazon Logistics,Same-Day,14,147559.63,Delivered,4
905521,27-08-2023,East,nan,BlueDart,Express,14,16694.56,Delayed,4
905522,16-10-2021,North,Mumbai,nan,Express,12,131163.6,Delivered,
905523,24-05-2022,Central,Chennai,nan,Express,4,193758.54,Cancelled,5
905524,18-03-2022,South,Bengaluru,BlueDart,Express,9,194032.77,Delayed,
905525,14-09-2023,North,Ahmedabad,Delhivery,Express,9,117653.5,Delayed,1
905526,06-10-2022,East,Hyderabad,Amazon Logistics,Express,7,77216.23,Delayed,1
905527,01-12-2023,North,Delhi,Amazon Logistics,Standard,1,135069.74,Delayed,4
905528,31-08-2023,North,Pune,BlueDart,Express,9,167943.38,Cancelled,5
905529,18-10-2022,North,Pune,Amazon Logistics,Standard,2,141773.33,Delivered,2
905530,07-11-2023,West,Chennai,XpressBees,Standard,8,175997.3,Delivered,2
905531,10-08-2022,West,Hyderabad,XpressBees,Standard,,166084.64,Delivered,4
905532,25-12-2021,nan,Chennai,BlueDart,Standard,14,51479.68,Delayed,5
905533,22-11-2023,nan,Ahmedabad,Ecom Express,Standard,10,50703.17,Delivered,4
905534,23-12-2023,East,Bengaluru,Amazon Logistics,Express,7,131196.19,Delivered,4
905535,13-06-2022,South,Chennai,BlueDart,Express,6,25391.28,Delivered,5
905536,05-02-2022,Central,Hyderabad,Amazon Logistics,Standard,5,83237.51,Delayed,4
905537,23-02-2023,West,Kolkata,Delhivery,Standard,1,192810.7,Delivered,
905538,26-12-2023,South,Chennai,Delhivery,Standard,5,76543.71,Delayed,3
905539,11-07-2023,West,nan,Ecom Express,Express,8,144666.88,Delayed,5
905540,03-08-2023,nan,Chennai,Amazon Logistics,Standard,4,169091.08,Delivered,4
905541,14-08-2023,East,Mumbai,BlueDart,Express,2,23972.4,Delivered,2
905542,20-03-2022,East,Ahmedabad,Amazon Logistics,Express,12,72009.86,Delayed,2
905543,09-06-2022,East,Pune,Ecom Express,Express,12,67792.16,Cancelled,1
905544,25-04-2022,nan,Kolkata,Delhivery,Standard,3,59073.45,Delivered,5
905545,22-09-2022,Central,nan,XpressBees,Standard,7,168536.45,Delivered,3
905546,04-03-2023,South,Chennai,nan,Express,10,142153.51,Delivered,3
905547,31-01-2022,West,Hyderabad,Amazon Logistics,Standard,3,71427.15,Delivered,3
905548,30-05-2023,West,Bengaluru,Delhivery,Standard,5,82869.19,Delivered,3
905549,12-11-2023,nan,Mumbai,Ecom Express,Standard,8,95647.71,Delivered,4
905550,10-10-2022,East,Chennai,BlueDart,Standard,13,142998.32,Delivered,2
905551,03-12-2023,South,Ahmedabad,Delhivery,Same-Day,1,149142.46,Delivered,
905552,23-10-2022,South,Ahmedabad,BlueDart,Same-Day,10,77243.92,Delivered,1
905553,15-05-2023,Central,Chennai,Delhivery,Express,12,95703.02,nan,5
905554,02-09-2021,North,Hyderabad,Amazon Logistics,Express,3,61111.07,Delivered,5
905555,24-04-2022,Central,Hyderabad,BlueDart,Standard,12,7234.39,Cancelled,2
905556,13-09-2023,West,Bengaluru,BlueDart,Standard,14,91672.21,nan,3
905557,05-10-2023,East,Kolkata,XpressBees,Standard,7,130370.35,Delayed,4
905558,22-09-2021,nan,Mumbai,Ecom Express,Standard,12,2572.55,Delivered,5
905559,11-06-2021,Central,Ahmedabad,Ecom Express,Express,4,16755,Delivered,3
905560,30-09-2021,South,Hyderabad,Amazon Logistics,Express,3,137958.14,Delivered,1
905561,18-07-2022,West,Chennai,BlueDart,Standard,8,174143.02,Delivered,5
905562,13-03-2022,Central,Chennai,nan,Standard,7,108323.65,Delayed,3
905563,03-08-2023,nan,nan,Delhivery,Standard,7,52762.42,nan,5
905564,14-01-2024,West,Hyderabad,Delhivery,Standard,12,146915.15,Delivered,4
905565,10-10-2023,East,Chennai,Amazon Logistics,Express,,23820.93,Delivered,2
905566,01-10-2022,East,nan,Ecom Express,Same-Day,14,78883.54,Delivered,4
905567,24-07-2021,East,Delhi,Delhivery,Express,7,55693.91,Delivered,3
905568,14-11-2021,South,Kolkata,BlueDart,Standard,4,191600.41,Delayed,2
905569,13-10-2021,Central,Ahmedabad,BlueDart,Same-Day,6,155841.81,Delayed,4
905570,14-02-2022,West,Bengaluru,Delhivery,Standard,9,47631.43,Delivered,4
905571,10-01-2022,nan,Bengaluru,Ecom Express,Express,3,107241.91,Delayed,4
905572,14-08-2022,South,Pune,nan,Express,11,187157.07,Delayed,4
905573,30-08-2023,West,Kolkata,BlueDart,Standard,,101974.67,Delivered,3
905574,25-04-2022,West,Ahmedabad,Ecom Express,Express,10,14193.61,Delivered,3
905575,07-11-2022,nan,Mumbai,Delhivery,Standard,7,53409.51,Delivered,3
905576,28-03-2023,South,Mumbai,Ecom Express,Express,13,198304.88,Delivered,3
905577,26-09-2021,East,Kolkata,XpressBees,Express,4,56947.29,Delayed,
905578,01-11-2021,Central,Hyderabad,Ecom Express,Standard,6,56092.98,Delayed,4
905579,31-12-2022,Central,nan,nan,Same-Day,8,145930.57,Delivered,1
905580,29-06-2023,South,Kolkata,Ecom Express,Standard,5,105418.21,Delivered,4
905581,14-08-2021,West,Mumbai,XpressBees,Express,10,60374.18,Delivered,3
905582,10-12-2021,nan,Pune,Delhivery,Standard,13,181276.88,nan,4
905583,20-08-2022,East,Mumbai,Amazon Logistics,Standard,5,118689.13,nan,3
905584,20-05-2023,nan,nan,Ecom Express,Express,13,42476.4,Delivered,4
905585,30-03-2023,Central,Pune,Ecom Express,Express,11,81140.76,Cancelled,
905586,02-08-2022,North,Chennai,Delhivery,Express,8,135373.13,Delivered,4
905587,03-10-2021,East,Delhi,BlueDart,Express,7,52207.73,Delivered,5
905588,16-09-2023,East,Hyderabad,Amazon Logistics,Standard,9,2639.43,Delivered,4
905589,27-10-2021,South,Delhi,BlueDart,Express,11,59360.44,Delayed,5
905590,22-06-2021,East,Kolkata,BlueDart,Express,1,167967.02,Delivered,5
905591,20-06-2022,North,Delhi,Delhivery,Express,4,109389.58,Delivered,5
905592,16-05-2023,East,nan,Ecom Express,Standard,5,174656.31,Cancelled,4
905593,17-09-2021,North,Mumbai,Amazon Logistics,Same-Day,10,59118.81,Delayed,5
905594,08-04-2023,East,Pune,XpressBees,Express,10,187537.51,Delivered,4
905595,24-03-2023,Central,Chennai,Ecom Express,Express,9,22452.71,Delivered,4
905596,22-08-2021,Central,Bengaluru,XpressBees,Express,11,110977.14,Delayed,4
905597,16-07-2023,East,Hyderabad,Delhivery,Same-Day,5,41519.35,Delivered,2
905598,12-11-2022,East,Chennai,BlueDart,Same-Day,1,70790.54,nan,4
905599,25-01-2022,East,Chennai,Ecom Express,Standard,5,41973.26,Delayed,2
905600,03-07-2021,Central,Kolkata,Ecom Express,Express,11,87395.89,Delivered,2
905601,21-12-2022,North,Mumbai,XpressBees,Same-Day,12,94529.54,Delayed,3
905602,03-07-2023,South,Hyderabad,BlueDart,Express,,187468,Delivered,5
905603,22-08-2023,South,Hyderabad,Delhivery,Standard,5,33195.14,Delivered,2
905604,01-04-2023,nan,Kolkata,Amazon Logistics,Express,3,24429.09,Delivered,3
905605,05-07-2021,South,nan,BlueDart,Same-Day,1,109388.09,Delivered,3
905606,26-10-2021,nan,Chennai,BlueDart,Standard,2,119505.75,Delayed,3
905607,10-12-2023,nan,Hyderabad,Amazon Logistics,Standard,12,134371.89,Delayed,2
905608,04-04-2023,West,Ahmedabad,XpressBees,Same-Day,8,105705.85,nan,1
905609,25-09-2021,North,Chennai,Delhivery,Express,,130071.44,Delayed,4
905610,06-12-2022,nan,Hyderabad,Amazon Logistics,Express,13,137876.69,Delivered,4
905611,02-08-2023,nan,Chennai,BlueDart,Standard,7,183039,Delayed,5
905612,10-09-2022,nan,nan,Amazon Logistics,Standard,,112669.87,Cancelled,4
905613,26-11-2021,Central,Mumbai,BlueDart,Same-Day,,173752.66,Delayed,
905614,15-04-2022,West,Pune,BlueDart,Express,14,12438.36,Delivered,5
905615,21-10-2022,nan,Chennai,Delhivery,Standard,13,167911.51,Delayed,3
905616,10-01-2023,nan,nan,BlueDart,Standard,13,176558.98,Delayed,2
905617,10-08-2023,South,Ahmedabad,Ecom Express,Standard,14,102139.53,Delivered,2
905618,23-10-2021,North,Kolkata,Amazon Logistics,Same-Day,3,141522.09,Cancelled,5
905619,22-12-2023,Central,Mumbai,XpressBees,Express,8,164857.41,Delivered,4
905620,12-07-2021,nan,Delhi,Amazon Logistics,Express,5,45648.79,Delayed,4
905621,21-01-2023,North,Chennai,XpressBees,Standard,14,101616.55,Delivered,5
905622,22-06-2023,West,Pune,Amazon Logistics,Express,7,199880.38,nan,4
905623,28-01-2022,nan,Pune,XpressBees,Standard,1,9533.81,Delayed,
905624,10-06-2023,South,nan,Amazon Logistics,Express,11,33415.33,Delayed,3
905625,02-01-2023,East,Kolkata,nan,Standard,10,150165.9,Delivered,4
905626,25-01-2022,East,Hyderabad,BlueDart,Express,6,25379.65,Delivered,2
905627,24-08-2022,North,Hyderabad,Ecom Express,Standard,13,160780.48,Delivered,5
905628,29-05-2023,South,Pune,BlueDart,Same-Day,10,76119.88,Delivered,2
905629,22-02-2023,nan,Chennai,Delhivery,Express,13,30921.88,Cancelled,4
905630,16-06-2022,nan,Kolkata,BlueDart,Standard,2,157287.52,Delivered,
905631,15-07-2021,South,Mumbai,nan,Standard,10,113702.42,nan,4
905632,10-01-2024,nan,Hyderabad,Delhivery,Standard,10,85510.64,Delivered,3
905633,18-02-2024,nan,Delhi,nan,Express,5,183973.55,Delivered,4
905634,19-10-2023,Central,Chennai,Amazon Logistics,Express,2,37430.36,Delayed,3
905635,22-10-2023,nan,Pune,nan,Standard,12,155980.62,nan,1
905636,02-05-2022,West,Bengaluru,Ecom Express,Express,7,89842.17,Delayed,
905637,15-03-2023,South,nan,XpressBees,Standard,11,11504.3,Delivered,4
905638,20-08-2022,Central,nan,Amazon Logistics,Standard,14,159869.54,Delivered,2
905639,02-11-2022,Central,Delhi,Amazon Logistics,Standard,2,168028.33,Delivered,
905640,17-03-2022,East,Ahmedabad,Delhivery,Standard,4,13300,Delivered,4
905641,16-02-2023,East,nan,Delhivery,Standard,12,23928.86,nan,3
905642,01-01-2022,nan,Bengaluru,Ecom Express,Standard,7,126752.49,nan,
905643,03-10-2023,nan,Bengaluru,XpressBees,Standard,8,133289.17,Delivered,3
905644,10-03-2023,East,Chennai,BlueDart,Standard,1,190978.06,Delayed,
905645,29-04-2022,West,Mumbai,XpressBees,Same-Day,5,141111.03,Delivered,
905646,24-08-2022,West,Pune,Delhivery,Express,2,198087.96,Delayed,1
905647,08-05-2023,South,Ahmedabad,Delhivery,Standard,14,62803.28,Delivered,4
905648,26-02-2023,Central,Delhi,Ecom Express,Standard,11,151455.75,Delivered,3
905649,01-08-2021,North,Pune,BlueDart,Express,14,23595.43,Delivered,1
905650,04-08-2022,South,Mumbai,Amazon Logistics,Standard,3,107869.84,Delivered,2
905651,04-02-2024,nan,nan,BlueDart,Standard,5,144172.46,Delivered,3
905652,26-07-2022,East,Mumbai,BlueDart,Express,8,10791.04,Delivered,
905653,24-08-2022,West,Delhi,BlueDart,Standard,7,108984.48,Cancelled,2
905654,09-12-2023,nan,Chennai,XpressBees,Express,13,99699.29,Delivered,4
905655,07-05-2023,North,Pune,Delhivery,Express,8,183756.33,Delivered,2
905656,15-10-2022,nan,Chennai,XpressBees,Express,6,46173.98,Delayed,5
905657,28-09-2022,North,Delhi,Ecom Express,Standard,12,39024.56,Delayed,5
905658,24-02-2024,North,Bengaluru,Ecom Express,Same-Day,6,120172.99,Delivered,2
905659,03-06-2021,East,Kolkata,Ecom Express,Standard,6,54670.54,Cancelled,2
905660,10-04-2023,nan,Bengaluru,XpressBees,Express,,78408.05,Delayed,3
905661,02-12-2023,nan,Delhi,BlueDart,Standard,8,26483.09,Delivered,1
905662,23-03-2022,North,Mumbai,Amazon Logistics,Same-Day,7,55438.58,Delivered,4
905663,26-07-2023,nan,Ahmedabad,Delhivery,Express,,105530.94,Delayed,5
905664,24-08-2021,West,Ahmedabad,BlueDart,Express,1,79685.04,Delivered,4
905665,14-04-2023,East,nan,Amazon Logistics,Standard,8,35281.91,Delayed,
905666,02-11-2022,nan,Ahmedabad,Delhivery,Standard,12,41215.39,nan,3
905667,11-01-2024,North,Pune,Delhivery,Standard,5,136531.98,Delivered,
905668,19-05-2023,South,nan,nan,Same-Day,2,84848.15,Cancelled,4
905669,03-03-2022,East,nan,BlueDart,Standard,6,138292.95,Delivered,3
905670,13-02-2022,West,Hyderabad,Ecom Express,Standard,14,84564.56,Delayed,4
905671,05-11-2023,North,Hyderabad,Delhivery,Same-Day,12,47778.04,Delivered,4
905672,23-11-2021,North,Bengaluru,Ecom Express,Express,1,21810.28,nan,5
905673,16-09-2022,South,Pune,BlueDart,Standard,11,9684.72,Delivered,2
905674,03-09-2023,South,Bengaluru,Delhivery,Express,5,158364.21,Delivered,4
905675,16-04-2022,East,Mumbai,BlueDart,Same-Day,14,135629.4,Delivered,3
905676,21-03-2022,nan,Chennai,BlueDart,Standard,3,163247.37,Delayed,
905677,12-07-2021,West,Kolkata,Amazon Logistics,Standard,4,136698.1,nan,4
905678,04-01-2024,East,Hyderabad,Delhivery,Express,4,185181.41,Delivered,3
905679,31-07-2023,Central,Ahmedabad,Delhivery,Same-Day,8,153228.65,Delivered,3
905680,16-03-2022,South,Chennai,BlueDart,Standard,5,28883.42,Delivered,1
905681,09-10-2021,East,Delhi,Amazon Logistics,Standard,2,167072.63,Delivered,1
905682,15-11-2023,Central,Mumbai,Delhivery,Same-Day,5,100172.28,Delivered,
905683,10-08-2021,West,Mumbai,Delhivery,Standard,10,96183.67,Delayed,4
905684,10-11-2023,South,Pune,XpressBees,Standard,2,72105.34,Delivered,3
905685,22-08-2023,Central,Ahmedabad,Delhivery,Same-Day,5,172443.06,Delayed,3
905686,04-11-2022,North,nan,Amazon Logistics,Express,12,14299.7,Cancelled,5
905687,12-08-2022,North,Kolkata,Delhivery,Standard,8,163309.89,Delivered,3
905688,13-02-2024,nan,Mumbai,BlueDart,Standard,12,171548,Delivered,3
905689,07-06-2021,South,Hyderabad,Amazon Logistics,Standard,14,45821.73,Delivered,4
905690,31-05-2023,North,Pune,BlueDart,Standard,1,168501.04,Delayed,4
905691,21-05-2022,East,nan,Ecom Express,Standard,5,51548.94,Delayed,4
905692,07-12-2022,West,Kolkata,nan,Standard,14,174399.03,Delivered,3
905693,07-11-2023,South,Mumbai,BlueDart,Standard,12,197388.33,Delivered,3
905694,22-11-2022,Central,Hyderabad,XpressBees,Same-Day,4,20858.57,Cancelled,4
905695,23-08-2022,Central,Chennai,XpressBees,Standard,,12752.46,Delayed,4
905696,06-05-2023,Central,Hyderabad,BlueDart,Standard,2,11079.1,Delayed,4
905697,29-06-2022,East,Pune,nan,Standard,13,174709.86,Delayed,4
905698,18-05-2023,East,Pune,XpressBees,Standard,3,108366.01,Delayed,5
905699,13-08-2021,nan,Delhi,Amazon Logistics,Standard,13,53132.95,Cancelled,2
905700,17-06-2022,nan,Mumbai,BlueDart,Standard,13,166851.84,nan,2
905701,06-08-2023,Central,Mumbai,nan,Express,2,57370.89,Delivered,4
905702,26-10-2023,North,Bengaluru,Delhivery,Standard,,60512.41,Delivered,4
905703,28-09-2021,North,Bengaluru,Delhivery,Standard,2,148302.25,Delayed,4
905704,21-02-2024,nan,Mumbai,XpressBees,Standard,9,154837.14,Delivered,2
905705,15-04-2022,nan,Mumbai,Delhivery,Express,12,7160.12,Cancelled,2
905706,22-01-2022,West,Ahmedabad,nan,Express,4,76757.05,Delayed,3
905707,08-01-2024,East,Bengaluru,Delhivery,Express,5,91198.69,Delayed,4
905708,07-04-2022,nan,Delhi,Delhivery,Standard,3,74267.19,Delivered,4
905709,19-05-2022,North,Bengaluru,XpressBees,Express,9,169984.97,Delivered,
905710,26-10-2021,South,nan,BlueDart,Express,,100017.68,Delivered,1
905711,30-08-2021,South,Ahmedabad,BlueDart,Standard,6,14730.23,Delivered,4
905712,16-02-2022,nan,Delhi,XpressBees,Standard,6,135681.75,Delivered,2
905713,18-01-2023,nan,Chennai,XpressBees,Express,9,141888.64,Delivered,2
905714,16-01-2023,East,Bengaluru,XpressBees,Express,13,55093.74,Delayed,4
905715,30-05-2023,North,nan,Amazon Logistics,Standard,,153616.9,Cancelled,3
905716,18-02-2022,South,Mumbai,XpressBees,Express,12,48691.15,nan,1
905717,15-11-2021,South,Hyderabad,BlueDart,Standard,1,54241.7,Delivered,3
905718,14-03-2023,West,Hyderabad,XpressBees,Standard,9,138815.68,Delivered,
905719,22-12-2023,West,Ahmedabad,XpressBees,Same-Day,9,84398.26,Delivered,
905720,10-06-2023,South,Bengaluru,BlueDart,Standard,12,6731.76,Cancelled,4
905721,03-10-2021,West,Ahmedabad,XpressBees,Express,6,147123.59,Delayed,4
905722,16-12-2021,East,Ahmedabad,Amazon Logistics,Express,9,189364.21,Delayed,4
905723,02-02-2022,Central,Mumbai,Amazon Logistics,Standard,14,88179.67,Delayed,3
905724,13-12-2023,nan,Pune,BlueDart,Standard,11,13035.53,Delayed,3
905725,03-07-2023,Central,nan,XpressBees,Standard,,190807.34,Delivered,4
905726,22-08-2022,Central,Pune,XpressBees,Express,8,197158.08,Delayed,4
905727,08-03-2023,South,Pune,Ecom Express,Express,,117902.86,Delivered,
905728,25-10-2022,East,nan,Amazon Logistics,Express,1,120856.8,Delayed,4
905729,06-07-2023,North,Hyderabad,BlueDart,Express,8,96450.27,Delivered,3
905730,14-10-2023,North,Kolkata,BlueDart,Standard,1,3653.34,Delayed,2
905731,01-08-2022,nan,Hyderabad,Delhivery,Standard,5,61843.36,nan,3
905732,01-09-2023,Central,Ahmedabad,Ecom Express,Standard,7,87914.51,Cancelled,2
905733,06-12-2023,nan,Ahmedabad,Amazon Logistics,Standard,12,183306.89,Delivered,4
905734,31-07-2023,Central,Hyderabad,XpressBees,Express,10,193041.37,Delivered,5
905735,22-06-2021,North,Ahmedabad,Ecom Express,Standard,14,169893.04,Delivered,3
905736,25-10-2021,South,nan,BlueDart,Standard,5,1483.27,Delivered,1
905737,13-03-2022,South,Ahmedabad,Amazon Logistics,Express,2,44927.18,Delivered,3
905738,01-07-2023,nan,Pune,XpressBees,Standard,2,197443.07,Delivered,1
905739,13-10-2023,South,Delhi,XpressBees,Same-Day,3,165190.55,Delayed,1
